D [mm],coax_inside [mm],QCOAX_D [mm],freq
0.3,0.2,0.75,57.41
0.3,0.2,0.75,57.42
0.3,0.2,0.75,57.43
0.3,0.2,0.75,57.44
0.3,0.2,0.75,57.45
0.3,0.2,0.75,57.46
0.3,0.2,0.75,57.47
0.3,0.2,0.75,57.48
0.3,0.2,0.75,57.49
0.3,0.2,0.75,57.5
0.3,0.2,0.75,57.51
0.3,0.2,0.75,57.52
0.3,0.2,0.75,57.53
0.3,0.2,0.75,57.54
0.3,0.2,0.75,57.55
0.3,0.2,0.75,57.56
0.3,0.2,0.75,57.57
0.3,0.2,0.75,57.58
0.3,0.2,0.75,57.59
0.3,0.2,0.75,57.6
0.3,0.2,0.75,57.61
0.3,0.2,0.75,57.62
0.3,0.2,0.75,57.63
0.3,0.2,0.75,57.64
0.3,0.2,0.75,57.65
0.3,0.2,0.75,57.66
0.3,0.2,0.75,57.67
0.3,0.2,0.75,57.68
0.3,0.2,0.75,57.69
0.3,0.2,0.75,57.7
0.3,0.2,0.75,57.71
0.3,0.2,0.75,57.72
0.3,0.2,0.75,57.73
0.3,0.2,0.75,57.74
0.3,0.2,0.75,57.75
0.3,0.2,0.75,57.76
0.3,0.2,0.75,57.77
0.3,0.2,0.75,57.78
0.3,0.2,0.75,57.79
0.3,0.2,0.75,57.8
0.3,0.2,0.75,57.81
0.3,0.2,0.75,57.82
0.3,0.2,0.75,57.83
0.3,0.2,0.75,57.84
0.3,0.2,0.75,57.85
0.3,0.2,0.75,57.86
0.3,0.2,0.75,57.87
0.3,0.2,0.75,57.88
0.3,0.2,0.75,57.89
0.3,0.2,0.75,57.9
0.3,0.2,0.75,57.91
0.3,0.2,0.75,57.92
0.3,0.2,0.75,57.93
0.3,0.2,0.75,57.94
0.3,0.2,0.75,57.95
0.3,0.2,0.75,57.96
0.3,0.2,0.75,57.97
0.3,0.2,0.75,57.98
0.3,0.2,0.75,57.99
0.3,0.2,0.75,58
0.3,0.2,0.75,58.01
0.3,0.2,0.75,58.02
0.3,0.2,0.75,58.03
0.3,0.2,0.75,58.04
0.3,0.2,0.75,58.05
0.3,0.2,0.75,58.06
0.3,0.2,0.75,58.07
0.3,0.2,0.75,58.08
0.3,0.2,0.75,58.09
0.3,0.2,0.75,58.1
0.3,0.2,0.75,58.11
0.3,0.2,0.75,58.12
0.3,0.2,0.75,58.13
0.3,0.2,0.75,58.14
0.3,0.2,0.75,58.15
0.3,0.2,0.75,58.16
0.3,0.2,0.75,58.17
0.3,0.2,0.75,58.18
0.3,0.2,0.75,58.19
0.3,0.2,0.75,58.2
0.3,0.2,0.75,58.21
0.3,0.2,0.75,58.22
0.3,0.2,0.75,58.23
0.3,0.2,0.75,58.24
0.3,0.2,0.75,58.25
0.3,0.2,0.75,58.26
0.3,0.2,0.75,58.27
0.3,0.2,0.75,58.28
0.3,0.2,0.75,58.29
0.3,0.2,0.75,58.3
0.3,0.2,0.75,58.31
0.3,0.2,0.75,58.32
0.3,0.2,0.75,58.33
0.3,0.2,0.75,58.34
0.3,0.2,0.75,58.35
0.3,0.2,0.75,58.36
0.3,0.2,0.75,58.37
0.3,0.2,0.75,58.38
0.3,0.2,0.75,58.39
0.3,0.2,0.75,58.4
0.3,0.2,0.75,58.41
0.3,0.2,0.75,58.42
0.3,0.2,0.75,58.43
0.3,0.2,0.75,58.44
0.3,0.2,0.75,58.45
0.3,0.2,0.75,58.46
0.3,0.2,0.75,58.47
0.3,0.2,0.75,58.48
0.3,0.2,0.75,58.49
0.3,0.2,0.75,58.5
0.3,0.2,0.75,58.51
0.3,0.2,0.75,58.52
0.3,0.2,0.75,58.53
0.3,0.2,0.75,58.54
0.3,0.2,0.75,58.55
0.3,0.2,0.75,58.56
0.3,0.2,0.75,58.57
0.3,0.2,0.75,58.58
0.3,0.2,0.75,58.59
0.3,0.2,0.75,58.6
0.3,0.2,0.75,58.61
0.3,0.2,0.75,58.62
0.3,0.2,0.75,58.63
0.3,0.2,0.75,58.64
0.3,0.2,0.75,58.65
0.3,0.2,0.75,58.66
0.3,0.2,0.75,58.67
0.3,0.2,0.75,58.68
0.3,0.2,0.75,58.69
0.3,0.2,0.75,58.7
0.3,0.2,0.75,58.71
0.3,0.2,0.75,58.72
0.3,0.2,0.75,58.73
0.3,0.2,0.75,58.74
0.3,0.2,0.75,58.75
0.3,0.2,0.75,58.76
0.3,0.2,0.75,58.77
0.3,0.2,0.75,58.78
0.3,0.2,0.75,58.79
0.3,0.2,0.75,58.8
0.3,0.2,0.75,58.81
0.3,0.2,0.75,58.82
0.3,0.2,0.75,58.83
0.3,0.2,0.75,58.84
0.3,0.2,0.75,58.85
0.3,0.2,0.75,58.86
0.3,0.2,0.75,58.87
0.3,0.2,0.75,58.88
0.3,0.2,0.75,58.89
0.3,0.2,0.75,58.9
0.3,0.2,0.75,58.91
0.3,0.2,0.75,58.92
0.3,0.2,0.75,58.93
0.3,0.2,0.75,58.94
0.3,0.2,0.75,58.95
0.3,0.2,0.75,58.96
0.3,0.2,0.75,58.97
0.3,0.2,0.75,58.98
0.3,0.2,0.75,58.99
0.3,0.2,0.75,59
0.3,0.2,0.75,59.01
0.3,0.2,0.75,59.02
0.3,0.2,0.75,59.03
0.3,0.2,0.75,59.04
0.3,0.2,0.75,59.05
0.3,0.2,0.75,59.06
0.3,0.2,0.75,59.07
0.3,0.2,0.75,59.08
0.3,0.2,0.75,59.09
0.3,0.2,0.75,59.1
0.3,0.2,0.75,59.11
0.3,0.2,0.75,59.12
0.3,0.2,0.75,59.13
0.3,0.2,0.75,59.14
0.3,0.2,0.75,59.15
0.3,0.2,0.75,59.16
0.3,0.2,0.75,59.17
0.3,0.2,0.75,59.18
0.3,0.2,0.75,59.19
0.3,0.2,0.75,59.2
0.3,0.2,0.75,59.21
0.3,0.2,0.75,59.22
0.3,0.2,0.75,59.23
0.3,0.2,0.75,59.24
0.3,0.2,0.75,59.25
0.3,0.2,0.75,59.26
0.3,0.2,0.75,59.27
0.3,0.2,0.75,59.28
0.3,0.2,0.75,59.29
0.3,0.2,0.75,59.3
0.3,0.2,0.75,59.31
0.3,0.2,0.75,59.32
0.3,0.2,0.75,59.33
0.3,0.2,0.75,59.34
0.3,0.2,0.75,59.35
0.3,0.2,0.75,59.36
0.3,0.2,0.75,59.37
0.3,0.2,0.75,59.38
0.3,0.2,0.75,59.39
0.3,0.2,0.75,59.4
0.3,0.2,0.75,59.41
0.3,0.2,0.75,59.42
0.3,0.2,0.75,59.43
0.3,0.2,0.75,59.44
0.3,0.2,0.75,59.45
0.3,0.2,0.75,59.46
0.3,0.2,0.75,59.47
0.3,0.2,0.75,59.48
0.3,0.2,0.75,59.49
0.3,0.2,0.75,59.5
0.3,0.2,0.75,59.51
0.3,0.2,0.75,59.52
0.3,0.2,0.75,59.53
0.3,0.2,0.75,59.54
0.3,0.2,0.75,59.55
0.3,0.2,0.75,59.56
0.3,0.2,0.75,59.57
0.3,0.2,0.75,59.58
0.3,0.2,0.75,59.59
0.3,0.2,0.75,59.6
0.3,0.2,0.75,59.61
0.3,0.2,0.75,59.62
0.3,0.2,0.75,59.63
0.3,0.2,0.75,59.64
0.3,0.2,0.75,59.65
0.3,0.2,0.75,59.66
0.3,0.2,0.75,59.67
0.3,0.2,0.75,59.68
0.3,0.2,0.75,59.69
0.3,0.2,0.75,59.7
0.3,0.2,0.75,59.71
0.3,0.2,0.75,59.72
0.3,0.2,0.75,59.73
0.3,0.2,0.75,59.74
0.3,0.2,0.75,59.75
0.3,0.2,0.75,59.76
0.3,0.2,0.75,59.77
0.3,0.2,0.75,59.78
0.3,0.2,0.75,59.79
0.3,0.2,0.75,59.8
0.3,0.2,0.75,59.81
0.3,0.2,0.75,59.82
0.3,0.2,0.75,59.83
0.3,0.2,0.75,59.84
0.3,0.2,0.75,59.85
0.3,0.2,0.75,59.86
0.3,0.2,0.75,59.87
0.3,0.2,0.75,59.88
0.3,0.2,0.75,59.89
0.3,0.2,0.75,59.9
0.3,0.2,0.75,59.91
0.3,0.2,0.75,59.92
0.3,0.2,0.75,59.93
0.3,0.2,0.75,59.94
0.3,0.2,0.75,59.95
0.3,0.2,0.75,59.96
0.3,0.2,0.75,59.97
0.3,0.2,0.75,59.98
0.3,0.2,0.75,59.99
0.3,0.2,0.75,60
0.3,0.2,0.75,60.01
0.3,0.2,0.75,60.02
0.3,0.2,0.75,60.03
0.3,0.2,0.75,60.04
0.3,0.2,0.75,60.05
0.3,0.2,0.75,60.06
0.3,0.2,0.75,60.07
0.3,0.2,0.75,60.08
0.3,0.2,0.75,60.09
0.3,0.2,0.75,60.1
0.3,0.2,0.75,60.11
0.3,0.2,0.75,60.12
0.3,0.2,0.75,60.13
0.3,0.2,0.75,60.14
0.3,0.2,0.75,60.15
0.3,0.2,0.75,60.16
0.3,0.2,0.75,60.17
0.3,0.2,0.75,60.18
0.3,0.2,0.75,60.19
0.3,0.2,0.75,60.2
0.3,0.2,0.75,60.21
0.3,0.2,0.75,60.22
0.3,0.2,0.75,60.23
0.3,0.2,0.75,60.24
0.3,0.2,0.75,60.25
0.3,0.2,0.75,60.26
0.3,0.2,0.75,60.27
0.3,0.2,0.75,60.28
0.3,0.2,0.75,60.29
0.3,0.2,0.75,60.3
0.3,0.2,0.75,60.31
0.3,0.2,0.75,60.32
0.3,0.2,0.75,60.33
0.3,0.2,0.75,60.34
0.3,0.2,0.75,60.35
0.3,0.2,0.75,60.36
0.3,0.2,0.75,60.37
0.3,0.2,0.75,60.38
0.3,0.2,0.75,60.39
0.3,0.2,0.75,60.4
0.3,0.2,0.75,60.41
0.3,0.2,0.75,60.42
0.3,0.2,0.75,60.43
0.3,0.2,0.75,60.44
0.3,0.2,0.75,60.45
0.3,0.2,0.75,60.46
0.3,0.2,0.75,60.47
0.3,0.2,0.75,60.48
0.3,0.2,0.75,60.49
0.3,0.2,0.75,60.5
0.3,0.2,0.75,60.51
0.3,0.2,0.75,60.52
0.3,0.2,0.75,60.53
0.3,0.2,0.75,60.54
0.3,0.2,0.75,60.55
0.3,0.2,0.75,60.56
0.3,0.2,0.75,60.57
0.3,0.2,0.75,60.58
0.3,0.2,0.75,60.59
0.3,0.2,0.75,60.6
0.3,0.2,0.75,60.61
0.3,0.2,0.75,60.62
0.3,0.2,0.75,60.63
0.3,0.2,0.75,60.64
0.3,0.2,0.75,60.65
0.3,0.2,0.75,60.66
0.3,0.2,0.75,60.67
0.3,0.2,0.75,60.68
0.3,0.2,0.75,60.69
0.3,0.2,0.75,60.7
0.3,0.2,0.75,60.71
0.3,0.2,0.75,60.72
0.3,0.2,0.75,60.73
0.3,0.2,0.75,60.74
0.3,0.2,0.75,60.75
0.3,0.2,0.75,60.76
0.3,0.2,0.75,60.77
0.3,0.2,0.75,60.78
0.3,0.2,0.75,60.79
0.3,0.2,0.75,60.8
0.3,0.2,0.75,60.81
0.3,0.2,0.75,60.82
0.3,0.2,0.75,60.83
0.3,0.2,0.75,60.84
0.3,0.2,0.75,60.85
0.3,0.2,0.75,60.86
0.3,0.2,0.75,60.87
0.3,0.2,0.75,60.88
0.3,0.2,0.75,60.89
0.3,0.2,0.75,60.9
0.3,0.2,0.75,60.91
0.3,0.2,0.75,60.92
0.3,0.2,0.75,60.93
0.3,0.2,0.75,60.94
0.3,0.2,0.75,60.95
0.3,0.2,0.75,60.96
0.3,0.2,0.75,60.97
0.3,0.2,0.75,60.98
0.3,0.2,0.75,60.99
0.3,0.2,0.75,61
0.3,0.2,0.75,61.01
0.3,0.2,0.75,61.02
0.3,0.2,0.75,61.03
0.3,0.2,0.75,61.04
0.3,0.2,0.75,61.05
0.3,0.2,0.75,61.06
0.3,0.2,0.75,61.07
0.3,0.2,0.75,61.08
0.3,0.2,0.75,61.09
0.3,0.2,0.75,61.1
0.3,0.2,0.75,61.11
0.3,0.2,0.75,61.12
0.3,0.2,0.75,61.13
0.3,0.2,0.75,61.14
0.3,0.2,0.75,61.15
0.3,0.2,0.75,61.16
0.3,0.2,0.75,61.17
0.3,0.2,0.75,61.18
0.3,0.2,0.75,61.19
0.3,0.2,0.75,61.2
0.3,0.2,0.75,61.21
0.3,0.2,0.75,61.22
0.3,0.2,0.75,61.23
0.3,0.2,0.75,61.24
0.3,0.2,0.75,61.25
0.3,0.2,0.75,61.26
0.3,0.2,0.75,61.27
0.3,0.2,0.75,61.28
0.3,0.2,0.75,61.29
0.3,0.2,0.75,61.3
0.3,0.2,0.75,61.31
0.3,0.2,0.75,61.32
0.3,0.2,0.75,61.33
0.3,0.2,0.75,61.34
0.3,0.2,0.75,61.35
0.3,0.2,0.75,61.36
0.3,0.2,0.75,61.37
0.3,0.2,0.75,61.38
0.3,0.2,0.75,61.39
0.3,0.2,0.75,61.4
0.3,0.2,0.75,61.41
0.3,0.2,0.75,61.42
0.3,0.2,0.75,61.43
0.3,0.2,0.75,61.44
0.3,0.2,0.75,61.45
0.3,0.2,0.75,61.46
0.3,0.2,0.75,61.47
0.3,0.2,0.75,61.48
0.3,0.2,0.75,61.49
0.3,0.2,0.75,61.5
0.3,0.2,0.75,61.51
0.3,0.2,0.75,61.52
0.3,0.2,0.75,61.53
0.3,0.2,0.75,61.54
0.3,0.2,0.75,61.55
0.3,0.2,0.75,61.56
0.3,0.2,0.75,61.57
0.3,0.2,0.75,61.58
0.3,0.2,0.75,61.59
0.3,0.2,0.75,61.6
0.3,0.2,0.75,61.61
0.3,0.2,0.75,61.62
0.3,0.2,0.75,61.63
0.3,0.2,0.75,61.64
0.3,0.2,0.75,61.65
0.3,0.2,0.75,61.66
0.3,0.2,0.75,61.67
0.3,0.2,0.75,61.68
0.3,0.2,0.75,61.69
0.3,0.2,0.75,61.7
0.3,0.2,0.75,61.71
0.3,0.2,0.75,61.72
0.3,0.2,0.75,61.73
0.3,0.2,0.75,61.74
0.3,0.2,0.75,61.75
0.3,0.2,0.75,61.76
0.3,0.2,0.75,61.77
0.3,0.2,0.75,61.78
0.3,0.2,0.75,61.79
0.3,0.2,0.75,61.8
0.3,0.2,0.75,61.81
0.3,0.2,0.75,61.82
0.3,0.2,0.75,61.83
0.3,0.2,0.75,61.84
0.3,0.2,0.75,61.85
0.3,0.2,0.75,61.86
0.3,0.2,0.75,61.87
0.3,0.2,0.75,61.88
0.3,0.2,0.75,61.89
0.3,0.2,0.75,61.9
0.3,0.2,0.75,61.91
0.3,0.2,0.75,61.92
0.3,0.2,0.75,61.93
0.3,0.2,0.75,61.94
0.3,0.2,0.75,61.95
0.3,0.2,0.75,61.96
0.3,0.2,0.75,61.97
0.3,0.2,0.75,61.98
0.3,0.2,0.75,61.99
0.3,0.2,0.75,62
0.3,0.2,0.75,62.01
0.3,0.2,0.75,62.02
0.3,0.2,0.75,62.03
0.3,0.2,0.75,62.04
0.3,0.2,0.75,62.05
0.3,0.2,0.75,62.06
0.3,0.2,0.75,62.07
0.3,0.2,0.75,62.08
0.3,0.2,0.75,62.09
0.3,0.2,0.75,62.1
0.3,0.2,0.75,62.11
0.3,0.2,0.75,62.12
0.3,0.2,0.75,62.13
0.3,0.2,0.75,62.14
0.3,0.2,0.75,62.15
0.3,0.2,0.75,62.16
0.3,0.2,0.75,62.17
0.3,0.2,0.75,62.18
0.3,0.2,0.75,62.19
0.3,0.2,0.75,62.2
0.3,0.2,0.75,62.21
0.3,0.2,0.75,62.22
0.3,0.2,0.75,62.23
0.3,0.2,0.75,62.24
0.3,0.2,0.75,62.25
0.3,0.2,0.75,62.26
0.3,0.2,0.75,62.27
0.3,0.2,0.75,62.28
0.3,0.2,0.75,62.29
0.3,0.2,0.75,62.3
0.3,0.2,0.75,62.31
0.3,0.2,0.75,62.32
0.3,0.2,0.75,62.33
0.3,0.2,0.75,62.34
0.3,0.2,0.75,62.35
0.3,0.2,0.75,62.36
0.3,0.2,0.75,62.37
0.3,0.2,0.75,62.38
0.3,0.2,0.75,62.39
0.3,0.2,0.75,62.4
0.3,0.2,0.75,62.41
0.3,0.2,0.75,62.42
0.3,0.2,0.75,62.43
0.3,0.2,0.75,62.44
0.3,0.2,0.75,62.45
0.3,0.2,0.75,62.46
0.3,0.2,0.75,62.47
0.3,0.2,0.75,62.48
0.3,0.2,0.75,62.49
0.3,0.2,0.75,62.5
0.3,0.2,0.75,62.51
0.3,0.2,0.75,62.52
0.3,0.2,0.75,62.53
0.3,0.2,0.75,62.54
0.3,0.2,0.75,62.55
0.3,0.2,0.75,62.56
0.3,0.2,0.75,62.57
0.3,0.2,0.75,62.58
0.3,0.2,0.75,62.59
0.3,0.2,0.75,62.6
0.3,0.2,0.75,62.61
0.3,0.2,0.75,62.62
0.3,0.2,0.75,62.63
0.3,0.2,0.75,62.64
0.3,0.2,0.75,62.65
0.3,0.2,0.75,62.66
0.3,0.2,0.75,62.67
0.3,0.2,0.75,62.68
0.3,0.2,0.75,62.69
0.3,0.2,0.75,62.7
0.3,0.2,0.75,62.71
0.3,0.2,0.75,62.72
0.3,0.2,0.75,62.73
0.3,0.2,0.75,62.74
0.3,0.2,0.75,62.75
0.3,0.2,0.75,62.76
0.3,0.2,0.75,62.77
0.3,0.2,0.75,62.78
0.3,0.2,0.75,62.79
0.3,0.2,0.75,62.8
0.3,0.2,0.75,62.81
0.3,0.2,0.75,62.82
0.3,0.2,0.75,62.83
0.3,0.2,0.75,62.84
0.3,0.2,0.75,62.85
0.3,0.2,0.75,62.86
0.3,0.2,0.75,62.87
0.3,0.2,0.75,62.88
0.3,0.2,0.75,62.89
0.3,0.2,0.75,62.9
0.3,0.2,0.75,62.91
0.3,0.2,0.75,62.92
0.3,0.2,0.75,62.93
0.3,0.2,0.75,62.94
0.3,0.2,0.75,62.95
0.3,0.2,0.75,62.96
0.3,0.2,0.75,62.97
0.3,0.2,0.75,62.98
0.3,0.2,0.75,62.99
0.3,0.2,0.75,63
0.3,0.2,0.8,57
0.3,0.2,0.8,57.01
0.3,0.2,0.8,57.02
0.3,0.2,0.8,57.03
0.3,0.2,0.8,57.04
0.3,0.2,0.8,57.05
0.3,0.2,0.8,57.06
0.3,0.2,0.8,57.07
0.3,0.2,0.8,57.08
0.3,0.2,0.8,57.09
0.3,0.2,0.8,57.1
0.3,0.2,0.8,57.11
0.3,0.2,0.8,57.12
0.3,0.2,0.8,57.13
0.3,0.2,0.8,57.14
0.3,0.2,0.8,57.15
0.3,0.2,0.8,57.16
0.3,0.2,0.8,57.17
0.3,0.2,0.8,57.18
0.3,0.2,0.8,57.19
0.3,0.2,0.8,57.2
0.3,0.2,0.8,57.21
0.3,0.2,0.8,57.22
0.3,0.2,0.8,57.23
0.3,0.2,0.8,57.24
0.3,0.2,0.8,57.25
0.3,0.2,0.8,57.26
0.3,0.2,0.8,57.27
0.3,0.2,0.8,57.28
0.3,0.2,0.8,57.29
0.3,0.2,0.8,57.3
0.3,0.2,0.8,57.31
0.3,0.2,0.8,57.32
0.3,0.2,0.8,57.33
0.3,0.2,0.8,57.34
0.3,0.2,0.8,57.35
0.3,0.2,0.8,57.36
0.3,0.2,0.8,57.37
0.3,0.2,0.8,57.38
0.3,0.2,0.8,57.39
0.3,0.2,0.8,57.4
0.3,0.2,0.8,57.41
0.3,0.2,0.8,57.42
0.3,0.2,0.8,57.43
0.3,0.2,0.8,57.44
0.3,0.2,0.8,57.45
0.3,0.2,0.8,57.46
0.3,0.2,0.8,57.47
0.3,0.2,0.8,57.48
0.3,0.2,0.8,57.49
0.3,0.2,0.8,57.5
0.3,0.2,0.8,57.51
0.3,0.2,0.8,57.52
0.3,0.2,0.8,57.53
0.3,0.2,0.8,57.54
0.3,0.2,0.8,57.55
0.3,0.2,0.8,57.56
0.3,0.2,0.8,57.57
0.3,0.2,0.8,57.58
0.3,0.2,0.8,57.59
0.3,0.2,0.8,57.6
0.3,0.2,0.8,57.61
0.3,0.2,0.8,57.62
0.3,0.2,0.8,57.63
0.3,0.2,0.8,57.64
0.3,0.2,0.8,57.65
0.3,0.2,0.8,57.66
0.3,0.2,0.8,57.67
0.3,0.2,0.8,57.68
0.3,0.2,0.8,57.69
0.3,0.2,0.8,57.7
0.3,0.2,0.8,57.71
0.3,0.2,0.8,57.72
0.3,0.2,0.8,57.73
0.3,0.2,0.8,57.74
0.3,0.2,0.8,57.75
0.3,0.2,0.8,57.76
0.3,0.2,0.8,57.77
0.3,0.2,0.8,57.78
0.3,0.2,0.8,57.79
0.3,0.2,0.8,57.8
0.3,0.2,0.8,57.81
0.3,0.2,0.8,57.82
0.3,0.2,0.8,57.83
0.3,0.2,0.8,57.84
0.3,0.2,0.8,57.85
0.3,0.2,0.8,57.86
0.3,0.2,0.8,57.87
0.3,0.2,0.8,57.88
0.3,0.2,0.8,57.89
0.3,0.2,0.8,57.9
0.3,0.2,0.8,57.91
0.3,0.2,0.8,57.92
0.3,0.2,0.8,57.93
0.3,0.2,0.8,57.94
0.3,0.2,0.8,57.95
0.3,0.2,0.8,57.96
0.3,0.2,0.8,57.97
0.3,0.2,0.8,57.98
0.3,0.2,0.8,57.99
0.3,0.2,0.8,58
0.3,0.2,0.8,58.01
0.3,0.2,0.8,58.02
0.3,0.2,0.8,58.03
0.3,0.2,0.8,58.04
0.3,0.2,0.8,58.05
0.3,0.2,0.8,58.06
0.3,0.2,0.8,58.07
0.3,0.2,0.8,58.08
0.3,0.2,0.8,58.09
0.3,0.2,0.8,58.1
0.3,0.2,0.8,58.11
0.3,0.2,0.8,58.12
0.3,0.2,0.8,58.13
0.3,0.2,0.8,58.14
0.3,0.2,0.8,58.15
0.3,0.2,0.8,58.16
0.3,0.2,0.8,58.17
0.3,0.2,0.8,58.18
0.3,0.2,0.8,58.19
0.3,0.2,0.8,58.2
0.3,0.2,0.8,58.21
0.3,0.2,0.8,58.22
0.3,0.2,0.8,58.23
0.3,0.2,0.8,58.24
0.3,0.2,0.8,58.25
0.3,0.2,0.8,58.26
0.3,0.2,0.8,58.27
0.3,0.2,0.8,58.28
0.3,0.2,0.8,58.29
0.3,0.2,0.8,58.3
0.3,0.2,0.8,58.31
0.3,0.2,0.8,58.32
0.3,0.2,0.8,58.33
0.3,0.2,0.8,58.34
0.3,0.2,0.8,58.35
0.3,0.2,0.8,58.36
0.3,0.2,0.8,58.37
0.3,0.2,0.8,58.38
0.3,0.2,0.8,58.39
0.3,0.2,0.8,58.4
0.3,0.2,0.8,58.41
0.3,0.2,0.8,58.42
0.3,0.2,0.8,58.43
0.3,0.2,0.8,58.44
0.3,0.2,0.8,58.45
0.3,0.2,0.8,58.46
0.3,0.2,0.8,58.47
0.3,0.2,0.8,58.48
0.3,0.2,0.8,58.49
0.3,0.2,0.8,58.5
0.3,0.2,0.8,58.51
0.3,0.2,0.8,58.52
0.3,0.2,0.8,58.53
0.3,0.2,0.8,58.54
0.3,0.2,0.8,58.55
0.3,0.2,0.8,58.56
0.3,0.2,0.8,58.57
0.3,0.2,0.8,58.58
0.3,0.2,0.8,58.59
0.3,0.2,0.8,58.6
0.3,0.2,0.8,58.61
0.3,0.2,0.8,58.62
0.3,0.2,0.8,58.63
0.3,0.2,0.8,58.64
0.3,0.2,0.8,58.65
0.3,0.2,0.8,58.66
0.3,0.2,0.8,58.67
0.3,0.2,0.8,58.68
0.3,0.2,0.8,58.69
0.3,0.2,0.8,58.7
0.3,0.2,0.8,58.71
0.3,0.2,0.8,58.72
0.3,0.2,0.8,58.73
0.3,0.2,0.8,58.74
0.3,0.2,0.8,58.75
0.3,0.2,0.8,58.76
0.3,0.2,0.8,58.77
0.3,0.2,0.8,58.78
0.3,0.2,0.8,58.79
0.3,0.2,0.8,58.8
0.3,0.2,0.8,58.81
0.3,0.2,0.8,58.82
0.3,0.2,0.8,58.83
0.3,0.2,0.8,58.84
0.3,0.2,0.8,58.85
0.3,0.2,0.8,58.86
0.3,0.2,0.8,58.87
0.3,0.2,0.8,58.88
0.3,0.2,0.8,58.89
0.3,0.2,0.8,58.9
0.3,0.2,0.8,58.91
0.3,0.2,0.8,58.92
0.3,0.2,0.8,58.93
0.3,0.2,0.8,58.94
0.3,0.2,0.8,58.95
0.3,0.2,0.8,58.96
0.3,0.2,0.8,58.97
0.3,0.2,0.8,58.98
0.3,0.2,0.8,58.99
0.3,0.2,0.8,59
0.3,0.2,0.8,59.01
0.3,0.2,0.8,59.02
0.3,0.2,0.8,59.03
0.3,0.2,0.8,59.04
0.3,0.2,0.8,59.05
0.3,0.2,0.8,59.06
0.3,0.2,0.8,59.07
0.3,0.2,0.8,59.08
0.3,0.2,0.8,59.09
0.3,0.2,0.8,59.1
0.3,0.2,0.8,59.11
0.3,0.2,0.8,59.12
0.3,0.2,0.8,59.13
0.3,0.2,0.8,59.14
0.3,0.2,0.8,59.15
0.3,0.2,0.8,59.16
0.3,0.2,0.8,59.17
0.3,0.2,0.8,59.18
0.3,0.2,0.8,59.19
0.3,0.2,0.8,59.2
0.3,0.2,0.8,59.21
0.3,0.2,0.8,59.22
0.3,0.2,0.8,59.23
0.3,0.2,0.8,59.24
0.3,0.2,0.8,59.25
0.3,0.2,0.8,59.26
0.3,0.2,0.8,59.27
0.3,0.2,0.8,59.28
0.3,0.2,0.8,59.29
0.3,0.2,0.8,59.3
0.3,0.2,0.8,59.31
0.3,0.2,0.8,59.32
0.3,0.2,0.8,59.33
0.3,0.2,0.8,59.34
0.3,0.2,0.8,59.35
0.3,0.2,0.8,59.36
0.3,0.2,0.8,59.37
0.3,0.2,0.8,59.38
0.3,0.2,0.8,59.39
0.3,0.2,0.8,59.4
0.3,0.2,0.8,59.41
0.3,0.2,0.8,59.42
0.3,0.2,0.8,59.43
0.3,0.2,0.8,59.44
0.3,0.2,0.8,59.45
0.3,0.2,0.8,59.46
0.3,0.2,0.8,59.47
0.3,0.2,0.8,59.48
0.3,0.2,0.8,59.49
0.3,0.2,0.8,59.5
0.3,0.2,0.8,59.51
0.3,0.2,0.8,59.52
0.3,0.2,0.8,59.53
0.3,0.2,0.8,59.54
0.3,0.2,0.8,59.55
0.3,0.2,0.8,59.56
0.3,0.2,0.8,59.57
0.3,0.2,0.8,59.58
0.3,0.2,0.8,59.59
0.3,0.2,0.8,59.6
0.3,0.2,0.8,59.61
0.3,0.2,0.8,59.62
0.3,0.2,0.8,59.63
0.3,0.2,0.8,59.64
0.3,0.2,0.8,59.65
0.3,0.2,0.8,59.66
0.3,0.2,0.8,59.67
0.3,0.2,0.8,59.68
0.3,0.2,0.8,59.69
0.3,0.2,0.8,59.7
0.3,0.2,0.8,59.71
0.3,0.2,0.8,59.72
0.3,0.2,0.8,59.73
0.3,0.2,0.8,59.74
0.3,0.2,0.8,59.75
0.3,0.2,0.8,59.76
0.3,0.2,0.8,59.77
0.3,0.2,0.8,59.78
0.3,0.2,0.8,59.79
0.3,0.2,0.8,59.8
0.3,0.2,0.8,59.81
0.3,0.2,0.8,59.82
0.3,0.2,0.8,59.83
0.3,0.2,0.8,59.84
0.3,0.2,0.8,59.85
0.3,0.2,0.8,59.86
0.3,0.2,0.8,59.87
0.3,0.2,0.8,59.88
0.3,0.2,0.8,59.89
0.3,0.2,0.8,59.9
0.3,0.2,0.8,59.91
0.3,0.2,0.8,59.92
0.3,0.2,0.8,59.93
0.3,0.2,0.8,59.94
0.3,0.2,0.8,59.95
0.3,0.2,0.8,59.96
0.3,0.2,0.8,59.97
0.3,0.2,0.8,59.98
0.3,0.2,0.8,59.99
0.3,0.2,0.8,60
0.3,0.2,0.8,60.01
0.3,0.2,0.8,60.02
0.3,0.2,0.8,60.03
0.3,0.2,0.8,60.04
0.3,0.2,0.8,60.05
0.3,0.2,0.8,60.06
0.3,0.2,0.8,60.07
0.3,0.2,0.8,60.08
0.3,0.2,0.8,60.09
0.3,0.2,0.8,60.1
0.3,0.2,0.8,60.11
0.3,0.2,0.8,60.12
0.3,0.2,0.8,60.13
